FID,publicid,origintime,longitude,latitude,depth,magnitude,magnitudetype,status,phases,type,agency,updatetime,origin_geom
quake.2013p545117,2013p545117,2013-07-21T16:38:36.828,174.1582,-41.735,8.3984,3.0485,M,automatic,55,,WEL(GNS_Primary),2013-07-21T16:42:31.289,POINT (174.15822 -41.734975)
quake.2013p545110,2013p545110,2013-07-21T16:35:42.648,174.331,-41.4646,5.0586,2.5501,M,automatic,38,,WEL(GNS_Primary),2013-07-21T16:38:48.583,POINT (174.33096 -41.464581)
quake.2013p545107,2013p545107,2013-07-21T16:33:11.85,174.2968,-41.7174,13.3203,2.9207,M,automatic,43,,WEL(GNS_Primary),2013-07-21T16:36:20.514,POINT (174.29683 -41.717356)
quake.2013p545103,2013p545103,2013-07-21T16:30:57.272,174.4224,-41.6931,11.3281,2.8009,M,automatic,20,,WEL(GNS_Primary),2013-07-21T16:33:44.408,POINT (174.42243 -41.693101)
quake.2013p545098,2013p545098,2013-07-21T16:28:30.186,174.0923,-41.5879,5.1172,3.246,M,automatic,42,,WEL(GNS_Primary),2013-07-21T16:33:06.694,POINT (174.09233 -41.587892)
quake.2013p545096,2013p545096,2013-07-21T16:27:36.188,174.4004,-41.6428,5.1172,2.8622,M,automatic,26,,WEL(GNS_Primary),2013-07-21T16:29:40.955,POINT (174.40043 -41.642827)
quake.2013p545091,2013p545091,2013-07-21T16:24:55.477,174.0747,-41.6232,31.3672,2.0773,M,automatic,11,,WEL(GNS_Primary),2013-07-21T16:26:58.149,POINT (174.07466 -41.623243)
quake.2013p545087,2013p545087,2013-07-21T16:22:40.206,174.3869,-41.5509,5.0586,2.8886,M,automatic,26,,WEL(GNS_Primary),2013-07-21T16:25:47.033,POINT (174.38687 -41.550888)
quake.2013p545083,2013p545083,2013-07-21T16:20:34.098,174.4217,-41.5127,13.3789,3.6305,M,reviewed,33,,WEL(GNS_Primary),2013-07-21T19:36:07.576,POINT (174.4217 -41.512712)
quake.2013p545081,2013p545081,2013-07-21T16:19:19.212,174.3217,-41.5696,20.3516,3.6675,M,automatic,51,,WEL(GNS_Primary),2013-07-21T16:23:06.314,POINT (174.3217 -41.569614)
quake.2013p545078,2013p545078,2013-07-21T16:18:09.687,174.3989,-41.8117,5.4688,3.7972,M,automatic,32,,WEL(GNS_Primary),2013-07-21T16:21:36.852,POINT (174.39893 -41.811684)
quake.2013p545074,2013p545074,2013-07-21T16:15:55.582,174.4291,-41.5254,8.8086,2.7344,M,automatic,57,,WEL(GNS_Primary),2013-07-21T16:18:51.589,POINT (174.42909 -41.52544)
quake.2013p545067,2013p545067,2013-07-21T16:11:54.63,174.2119,-41.6239,7.6953,2.9343,M,automatic,24,,WEL(GNS_Primary),2013-07-21T16:15:00.561,POINT (174.21187 -41.62394)
quake.2013p545063,2013p545063,2013-07-21T16:10:05.686,174.3494,-41.6438,13.7891,3.5751,M,automatic,81,,WEL(GNS_Primary),2013-07-21T16:13:56.531,POINT (174.34935 -41.643829)
quake.2013p545059,2013p545059,2013-07-21T16:07:52.813,174.3984,-41.6409,5.0586,3.063,M,automatic,57,,WEL(GNS_Primary),2013-07-21T16:11:20.863,POINT (174.3984 -41.640891)
quake.2013p545056,2013p545056,2013-07-21T16:06:16.054,174.3364,-41.4435,5.0586,2.0919,M,automatic,21,,WEL(GNS_Primary),2013-07-21T16:08:38.633,POINT (174.33637 -41.443471)
quake.2013p545051,2013p545051,2013-07-21T16:03:37.472,174.3012,-41.4787,5.0586,2.0864,M,automatic,17,,WEL(GNS_Primary),2013-07-21T16:05:40.455,POINT (174.30118 -41.478718)
quake.2013p545047,2013p545047,2013-07-21T16:01:35.756,174.5926,-41.4971,15.7812,1.9952,M,automatic,10,,WEL(GNS_Primary),2013-07-21T16:03:10.412,POINT (174.59259 -41.497101)
quake.2013p545042,2013p545042,2013-07-21T15:59:09.471,174.3454,-41.723,5.1172,3.5446,M,automatic,88,,WEL(GNS_Primary),2013-07-21T16:03:36.206,POINT (174.34545 -41.722953)
quake.2013p545038,2013p545038,2013-07-21T15:56:21.067,174.3211,-41.4585,9.3945,2.7549,M,automatic,52,,WEL(GNS_Primary),2013-07-21T15:59:52.341,POINT (174.32109 -41.458451)
quake.2013p545034,2013p545034,2013-07-21T15:54:24.493,174.3765,-41.4269,5.1172,2.0929,M,automatic,21,,WEL(GNS_Primary),2013-07-21T15:56:46.317,POINT (174.37648 -41.426929)
quake.2013p545024,2013p545024,2013-07-21T15:49:01.982,174.3772,-41.564,7.5195,2.8347,M,automatic,42,,WEL(GNS_Primary),2013-07-21T15:52:05.93,POINT (174.37725 -41.56395)
quake.2013p545020,2013p545020,2013-07-21T15:46:58.177,174.365,-41.5632,5.0586,2.82,M,automatic,22,,WEL(GNS_Primary),2013-07-21T15:50:11.669,POINT (174.36503 -41.563174)
quake.2013p545018,2013p545018,2013-07-21T15:45:56.435,174.291,-41.6104,8.8672,2.8858,M,automatic,47,,WEL(GNS_Primary),2013-07-21T15:49:37.41,POINT (174.29101 -41.610418)
quake.2013p545012,2013p545012,2013-07-21T15:42:29.004,174.3213,-41.6563,5.1172,2.6312,M,automatic,32,,WEL(GNS_Primary),2013-07-21T15:46:19.059,POINT (174.32127 -41.656349)
quake.2013p545008,2013p545008,2013-07-21T15:40:31.7,174.2927,-41.4789,5.0586,2.6439,M,automatic,29,,WEL(GNS_Primary),2013-07-21T15:43:35.834,POINT (174.29269 -41.478884)
quake.2013p545005,2013p545005,2013-07-21T15:38:57.218,174.3141,-41.6003,13.0859,3.0253,M,automatic,61,,WEL(GNS_Primary),2013-07-21T15:42:38.243,POINT (174.3141 -41.600253)
quake.2013p545000,2013p545000,2013-07-21T15:36:16.597,174.3293,-41.4758,5.0586,2.875,M,automatic,36,,WEL(GNS_Primary),2013-07-21T15:39:30.173,POINT (174.32932 -41.475793)
quake.2013p544996,2013p544996,2013-07-21T15:34:41.011,174.8008,-41.5499,20.4688,3.4252,M,automatic,35,,WEL(GNS_Primary),2013-07-21T15:38:08.122,POINT (174.8008 -41.549932)
quake.2013p544994,2013p544994,2013-07-21T15:32:49.414,174.3247,-41.4546,5.1172,3.2831,M,automatic,62,,WEL(GNS_Primary),2013-07-21T15:36:38.918,POINT (174.32474 -41.454597)
quake.2013p544986,2013p544986,2013-07-21T15:29:05.793,174.5717,-41.4706,8.9844,3.1201,M,automatic,15,,WEL(GNS_Primary),2013-07-21T15:31:57.344,POINT (174.57174 -41.470633)
quake.2013p544981,2013p544981,2013-07-21T15:26:32.566,174.319,-41.6196,10.0391,3.9079,M,reviewed,14,,WEL(GNS_Primary),2013-07-21T15:46:56.342,POINT (174.31897 -41.619581)
quake.2013p544974,2013p544974,2013-07-21T15:22:13.004,174.2916,-41.4551,10.2148,4.8464,M,reviewed,33,,WEL(GNS_Primary),2013-07-21T15:35:58.741,POINT (174.29158 -41.455079)
quake.2013p544970,2013p544970,2013-07-21T15:20:06.464,174.3038,-41.4715,8.1641,2.8885,M,automatic,17,,WEL(GNS_Primary),2013-07-21T15:22:04.952,POINT (174.30378 -41.471496)
quake.2013p544966,2013p544966,2013-07-21T15:17:57.795,174.3142,-41.4426,5.1172,3.5244,M,automatic,27,,WEL(GNS_Primary),2013-07-21T15:21:22.668,POINT (174.31419 -41.442608)
quake.2013p544960,2013p544960,2013-07-21T15:15:11.79,174.2992,-41.4503,9.9805,4.9058,M,reviewed,27,,WEL(GNS_Primary),2013-07-22T01:25:13.029,POINT (174.29921 -41.450299)
quake.2013p544957,2013p544957,2013-07-21T15:13:34.619,174.3197,-41.5935,9.9805,3.9808,M,reviewed,26,,WEL(GNS_Primary),2013-07-21T15:23:20.106,POINT (174.31972 -41.593537)
quake.2013p544955,2013p544955,2013-07-21T15:12:27.044,174.3946,-41.4083,5.1172,3.5007,M,automatic,35,,WEL(GNS_Primary),2013-07-21T15:15:46.568,POINT (174.39458 -41.408278)
quake.2013p544951,2013p544951,2013-07-21T15:10:08.656,174.323,-41.6024,5.0586,3.3072,M,automatic,73,,WEL(GNS_Primary),2013-07-21T15:13:59.22,POINT (174.32304 -41.602393)
quake.2013p544948,2013p544948,2013-07-21T15:08:43.137,174.3114,-41.6081,5.2344,2.2054,M,automatic,22,,WEL(GNS_Primary),2013-07-21T15:11:05.916,POINT (174.31141 -41.608098)
quake.2013p544944,2013p544944,2013-07-21T15:06:21.679,174.3197,-41.5935,5.0586,2.6388,M,automatic,36,,WEL(GNS_Primary),2013-07-21T15:09:08.599,POINT (174.31972 -41.593537)
quake.2013p544938,2013p544938,2013-07-21T15:03:03.756,174.474,-41.5933,13.7891,2.1784,M,automatic,14,,WEL(GNS_Primary),2013-07-21T15:06:18.571,POINT (174.47397 -41.593277)
quake.2013p544932,2013p544932,2013-07-21T15:00:00.61,174.2752,-41.4673,9.8047,2.521,M,automatic,22,,WEL(GNS_Primary),2013-07-21T15:02:30.74,POINT (174.27515 -41.467316)
quake.2013p544922,2013p544922,2013-07-21T14:55:15.55,174.1468,-41.6156,11.8555,3.7996,M,automatic,23,,WEL(GNS_Primary),2013-07-21T14:58:43.789,POINT (174.14678 -41.615561)
quake.2013p544917,2013p544917,2013-07-21T14:52:05.12,174.271,-41.615,9.6289,3.3431,M,automatic,73,,WEL(GNS_Primary),2013-07-21T14:56:10.138,POINT (174.27104 -41.615044)
quake.2013p544911,2013p544911,2013-07-21T14:49:45.421,174.438,-41.5222,5.1172,2.4574,M,automatic,35,,WEL(GNS_Primary),2013-07-21T14:52:29.787,POINT (174.43804 -41.522159)
quake.2013p544898,2013p544898,2013-07-21T14:41:59.405,174.4067,-41.5258,11.7969,2.3885,M,automatic,28,,WEL(GNS_Primary),2013-07-21T14:44:02.576,POINT (174.4067 -41.525824)
quake.2013p544891,2013p544891,2013-07-21T14:38:33.617,174.648,-41.6818,5.1172,3.6316,M,automatic,71,,WEL(GNS_Primary),2013-07-21T14:42:39.001,POINT (174.648 -41.681793)
quake.2013p544889,2013p544889,2013-07-21T14:36:53.469,174.3262,-41.5072,5.1172,2.7285,M,automatic,23,,WEL(GNS_Primary),2013-07-21T14:39:29.22,POINT (174.32625 -41.50719)
quake.2013p544884,2013p544884,2013-07-21T14:34:54.945,174.6466,-41.4858,5.1172,3.2292,M,automatic,45,,WEL(GNS_Primary),2013-07-21T14:38:31.34,POINT (174.64655 -41.485763)
quake.2013p544878,2013p544878,2013-07-21T14:31:31.955,174.3268,-41.6081,5.1172,2.0668,M,automatic,15,,WEL(GNS_Primary),2013-07-21T14:34:01.271,POINT (174.32682 -41.608134)
quake.2013p544865,2013p544865,2013-07-21T14:24:31.716,174.2981,-41.6148,21.9922,3.8233,M,reviewed,39,,WEL(GNS_Primary),2013-07-21T19:26:43.58,POINT (174.29808 -41.614796)
quake.2013p544861,2013p544861,2013-07-21T14:23:00.554,174.3871,-41.8289,42.2656,2.701,M,automatic,26,,WEL(GNS_Primary),2013-07-21T14:25:55.589,POINT (174.38713 -41.828854)
quake.2013p544850,2013p544850,2013-07-21T14:16:25.537,174.4155,-41.5551,10.332,3.1579,M,automatic,74,,WEL(GNS_Primary),2013-07-21T14:20:06.615,POINT (174.41554 -41.555068)
quake.2013p544846,2013p544846,2013-07-21T14:14:04.613,174.389,-41.5522,5.0586,2.3782,M,automatic,31,,WEL(GNS_Primary),2013-07-21T14:16:09.697,POINT (174.38899 -41.552201)
quake.2013p544842,2013p544842,2013-07-21T14:12:14.725,174.4208,-41.466,5.0586,2.4894,M,automatic,33,,WEL(GNS_Primary),2013-07-21T14:14:18.604,POINT (174.4208 -41.465977)
quake.2013p544839,2013p544839,2013-07-21T14:10:14.39,174.2789,-41.609,6.3477,2.5409,M,automatic,38,,WEL(GNS_Primary),2013-07-21T14:12:27.876,POINT (174.27888 -41.609018)
quake.2013p544836,2013p544836,2013-07-21T14:08:39.355,174.4302,-41.5288,5.0586,2.438,M,automatic,40,,WEL(GNS_Primary),2013-07-21T14:10:50.701,POINT (174.43015 -41.528808)
quake.2013p544832,2013p544832,2013-07-21T14:06:56.355,174.2513,-41.545,17.0703,2.1279,M,automatic,14,,WEL(GNS_Primary),2013-07-21T14:09:24.565,POINT (174.25134 -41.545023)
quake.2013p544827,2013p544827,2013-07-21T14:04:08.638,174.326,-41.577,11.7383,2.869,M,automatic,58,,WEL(GNS_Primary),2013-07-21T14:07:55.324,POINT (174.326 -41.577039)
quake.2013p544824,2013p544824,2013-07-21T14:02:41.65,174.5719,-41.8464,5.1172,2.2631,M,automatic,14,,WEL(GNS_Primary),2013-07-21T14:04:31.455,POINT (174.5719 -41.84636)
quake.2013p544822,2013p544822,2013-07-21T14:01:42.247,174.2695,-41.4638,10.0391,2.1102,M,automatic,19,,WEL(GNS_Primary),2013-07-21T14:03:59.092,POINT (174.26951 -41.463813)
quake.2013p544819,2013p544819,2013-07-21T13:59:38.823,174.2896,-41.5993,5.0586,2.1958,M,automatic,18,,WEL(GNS_Primary),2013-07-21T14:01:38.093,POINT (174.28956 -41.599323)
quake.2013p544814,2013p544814,2013-07-21T13:57:17.305,174.4311,-41.4744,14.0234,2.6529,M,automatic,26,,WEL(GNS_Primary),2013-07-21T13:59:07.99,POINT (174.43112 -41.474413)
quake.2013p544809,2013p544809,2013-07-21T13:54:24.375,174.2669,-41.622,5.0586,3.636,M,automatic,67,,WEL(GNS_Primary),2013-07-21T13:58:17.677,POINT (174.26693 -41.622013)
quake.2013p544803,2013p544803,2013-07-21T13:51:12.112,174.2711,-41.6096,12.793,3.723,M,automatic,56,,WEL(GNS_Primary),2013-07-21T13:54:53.063,POINT (174.27107 -41.609623)
quake.2013p544800,2013p544800,2013-07-21T13:49:57.587,174.3083,-41.4825,5.1172,3.5769,M,automatic,75,,WEL(GNS_Primary),2013-07-21T13:53:46.868,POINT (174.30832 -41.482473)
quake.2013p544795,2013p544795,2013-07-21T13:47:10.077,174.2801,-41.6322,11.3281,2.6927,M,automatic,42,,WEL(GNS_Primary),2013-07-21T13:49:57.9,POINT (174.28008 -41.632201)
quake.2013p544791,2013p544791,2013-07-21T13:44:47.811,174.3158,-41.7148,5.0586,2.5255,M,automatic,29,,WEL(GNS_Primary),2013-07-21T13:47:45.378,POINT (174.31575 -41.714783)
quake.2013p544787,2013p544787,2013-07-21T13:43:02.768,174.279,-41.452,10.3906,1.9515,M,automatic,15,,WEL(GNS_Primary),2013-07-21T13:44:47.198,POINT (174.27895 -41.451996)
quake.2013p544779,2013p544779,2013-07-21T13:39:06.876,174.3126,-41.4321,5.4688,3.7139,M,automatic,47,,WEL(GNS_Primary),2013-07-21T13:46:32.688,POINT (174.31265 -41.432137)
quake.2013p544771,2013p544771,2013-07-21T13:34:25.115,174.3536,-41.6573,18.0078,3.5987,M,automatic,88,,WEL(GNS_Primary),2013-07-21T13:38:12.341,POINT (174.35355 -41.657298)
quake.2013p544767,2013p544767,2013-07-21T13:31:51.682,174.3478,-41.6231,9.3945,2.4442,M,automatic,31,,WEL(GNS_Primary),2013-07-21T13:34:43.004,POINT (174.34776 -41.623138)
quake.2013p544762,2013p544762,2013-07-21T13:29:17.94,174.3333,-41.5958,9.1016,3.1918,M,automatic,65,,WEL(GNS_Primary),2013-07-21T13:32:58.241,POINT (174.33326 -41.595812)
quake.2013p544757,2013p544757,2013-07-21T13:26:57.079,174.3434,-41.5586,7.4609,2.751,M,automatic,31,,WEL(GNS_Primary),2013-07-21T13:29:59.037,POINT (174.34336 -41.558574)
quake.2013p544755,2013p544755,2013-07-21T13:25:53.814,174.3001,-41.559,5.1172,2.5347,M,automatic,30,,WEL(GNS_Primary),2013-07-21T13:28:07.585,POINT (174.30014 -41.558971)
quake.2013p544750,2013p544750,2013-07-21T13:22:51.898,174.2757,-41.62,13.5547,2.5364,M,automatic,34,,WEL(GNS_Primary),2013-07-21T13:26:48.505,POINT (174.27571 -41.619977)
quake.2013p544747,2013p544747,2013-07-21T13:21:41.45,174.2541,-41.6202,5.1172,2.1588,M,automatic,12,,WEL(GNS_Primary),2013-07-21T13:24:18.05,POINT (174.25408 -41.620176)
quake.2013p544744,2013p544744,2013-07-21T13:20:05.909,174.2912,-41.5827,13.6133,2.8566,M,automatic,59,,WEL(GNS_Primary),2013-07-21T13:23:43.182,POINT (174.29125 -41.58269)
quake.2013p544736,2013p544736,2013-07-21T13:15:43.862,174.4515,-41.4721,18.3594,2.0858,M,automatic,11,,WEL(GNS_Primary),2013-07-21T13:17:09.217,POINT (174.45146 -41.472093)
quake.2013p544733,2013p544733,2013-07-21T13:13:46.554,174.3386,-41.6066,5.0586,2.4962,M,automatic,21,,WEL(GNS_Primary),2013-07-21T13:15:39.906,POINT (174.33862 -41.606604)
quake.2013p544729,2013p544729,2013-07-21T13:11:31.591,174.264,-41.5012,7.9297,2.5265,M,automatic,22,,WEL(GNS_Primary),2013-07-21T13:13:53.934,POINT (174.26399 -41.501186)
quake.2013p544721,2013p544721,2013-07-21T13:07:28.163,174.236,-41.6171,8.3984,2.4648,M,automatic,26,,WEL(GNS_Primary),2013-07-21T13:09:52.145,POINT (174.23602 -41.617142)
quake.2013p544715,2013p544715,2013-07-21T13:04:56.937,174.374,-41.5701,5.0586,2.2453,M,automatic,24,,WEL(GNS_Primary),2013-07-21T13:07:09.307,POINT (174.37404 -41.570112)
quake.2013p544707,2013p544707,2013-07-21T13:00:27.117,174.6738,-41.4023,16.8359,1.97,M,automatic,11,,WEL(GNS_Primary),2013-07-21T13:03:17.188,POINT (174.67375 -41.402333)
quake.2013p544702,2013p544702,2013-07-21T12:57:28.179,174.28,-41.6328,21.1133,3.5819,M,reviewed,53,,WEL(GNS_Primary),2013-07-21T19:45:09.321,POINT (174.27999 -41.632823)
quake.2013p544693,2013p544693,2013-07-21T12:52:43.435,174.2865,-41.5994,8.6328,2.5989,M,automatic,33,,WEL(GNS_Primary),2013-07-21T12:55:49.687,POINT (174.28646 -41.59944)
quake.2013p544690,2013p544690,2013-07-21T12:51:09.449,174.3613,-41.5412,5.2344,2.722,M,automatic,21,,WEL(GNS_Primary),2013-07-21T12:54:06.236,POINT (174.36132 -41.54117)
quake.2013p544687,2013p544687,2013-07-21T12:49:40.715,174.4557,-41.4856,9.9219,2.8766,M,automatic,25,,WEL(GNS_Primary),2013-07-21T12:52:41.54,POINT (174.45567 -41.485562)
quake.2013p544683,2013p544683,2013-07-21T12:48:13.788,174.7836,-41.3647,12.8516,3.5015,M,automatic,71,,WEL(GNS_Primary),2013-07-21T12:51:59.638,POINT (174.78357 -41.364708)
quake.2013p544678,2013p544678,2013-07-21T12:44:48.868,174.3809,-41.734,5.1172,2.343,M,automatic,20,,WEL(GNS_Primary),2013-07-21T12:47:25.282,POINT (174.38092 -41.734003)
quake.2013p544674,2013p544674,2013-07-21T12:42:31.739,174.3101,-41.4809,8.1641,2.3687,M,automatic,12,,WEL(GNS_Primary),2013-07-21T12:45:13.696,POINT (174.3101 -41.480857)
quake.2013p544668,2013p544668,2013-07-21T12:39:07.889,174.3426,-41.5846,11.9727,4.5147,M,reviewed,29,,WEL(GNS_Primary),2013-07-21T12:51:19.086,POINT (174.34262 -41.584618)
quake.2013p544665,2013p544665,2013-07-21T12:37:43.541,174.2925,-41.5223,5.0586,3.8002,M,reviewed,26,,WEL(GNS_Primary),2013-07-21T19:34:12.63,POINT (174.29246 -41.522252)
quake.2013p544662,2013p544662,2013-07-21T12:36:26.267,174.4115,-41.5404,5.0586,2.4049,M,automatic,16,,WEL(GNS_Primary),2013-07-21T12:38:47.424,POINT (174.41152 -41.540353)
quake.2013p544655,2013p544655,2013-07-21T12:32:21.441,174.3293,-41.6015,9.5703,2.5166,M,automatic,28,,WEL(GNS_Primary),2013-07-21T12:35:22.585,POINT (174.32934 -41.601535)
quake.2013p544645,2013p544645,2013-07-21T12:27:34.005,174.3493,-41.5915,5.0586,3.6665,M,automatic,54,,WEL(GNS_Primary),2013-07-21T12:32:20.295,POINT (174.34932 -41.591488)
quake.2013p544641,2013p544641,2013-07-21T12:24:45.153,174.3158,-41.6305,17.1289,3.0738,M,automatic,57,,WEL(GNS_Primary),2013-07-21T12:27:56.846,POINT (174.31581 -41.63054)
quake.2013p544633,2013p544633,2013-07-21T12:21:39.184,174.2808,-41.6272,15.5469,3.7543,M,reviewed,50,,WEL(GNS_Primary),2013-07-21T19:32:12.503,POINT (174.28081 -41.627217)
quake.2013p544628,2013p544628,2013-07-21T12:18:14.861,174.2824,-41.6166,5.0586,3.5324,M,automatic,79,,WEL(GNS_Primary),2013-07-21T12:22:16.773,POINT (174.28238 -41.616628)
quake.2013p544625,2013p544625,2013-07-21T12:16:36.277,174.3817,-41.6339,5.1172,2.027,M,automatic,21,,WEL(GNS_Primary),2013-07-21T12:19:01.939,POINT (174.38167 -41.633935)
quake.2013p544614,2013p544614,2013-07-21T12:10:48.283,174.2932,-41.4493,10.8008,3.5509,M,reviewed,34,,WEL(GNS_Primary),2013-07-21T19:46:46.515,POINT (174.2932 -41.449288)
quake.2013p544612,2013p544612,2013-07-21T12:09:19.702,174.3322,-41.4565,5.1172,2.0298,M,automatic,22,,WEL(GNS_Primary),2013-07-21T12:11:14.987,POINT (174.33215 -41.456484)
quake.2013p544606,2013p544606,2013-07-21T12:06:23.143,174.3051,-41.4784,5.0586,2.9745,M,automatic,60,,WEL(GNS_Primary),2013-07-21T12:09:55.579,POINT (174.30507 -41.478415)
quake.2013p544599,2013p544599,2013-07-21T12:03:02.461,174.433,-41.6738,10.0391,3.8746,M,reviewed,70,,WEL(GNS_Primary),2013-07-21T19:29:27.001,POINT (174.43296 -41.67381)
quake.2013p544594,2013p544594,2013-07-21T11:59:53.591,174.2714,-41.5867,5.0586,2.484,M,automatic,28,,WEL(GNS_Primary),2013-07-21T12:02:45.337,POINT (174.27138 -41.586693)
quake.2013p544592,2013p544592,2013-07-21T11:58:48.753,174.3376,-41.5768,9.1016,2.2765,M,automatic,27,,WEL(GNS_Primary),2013-07-21T12:00:47.978,POINT (174.3376 -41.576755)
quake.2013p544589,2013p544589,2013-07-21T11:57:13.502,174.2542,-41.5468,6.7578,2.2126,M,automatic,15,,WEL(GNS_Primary),2013-07-21T11:59:05.761,POINT (174.25417 -41.546774)
quake.2013p544577,2013p544577,2013-07-21T11:50:43.734,174.3656,-41.6485,5.1172,2.8504,M,automatic,19,,WEL(GNS_Primary),2013-07-21T11:53:48.075,POINT (174.36565 -41.648478)
quake.2013p544572,2013p544572,2013-07-21T11:48:16.881,174.2702,-41.5948,10.7422,3.0741,M,automatic,33,,WEL(GNS_Primary),2013-07-21T11:51:23.726,POINT (174.27018 -41.594791)
quake.2013p544568,2013p544568,2013-07-21T11:46:24.552,174.2444,-41.6441,5.1172,3.5831,M,reviewed,24,,WEL(GNS_Primary),2013-07-21T19:50:15.604,POINT (174.24437 -41.64408)
quake.2013p544549,2013p544549,2013-07-21T11:36:05.891,174.2474,-41.6235,5.0586,2.5083,M,automatic,28,,WEL(GNS_Primary),2013-07-21T11:38:59.413,POINT (174.24742 -41.623525)
quake.2013p544544,2013p544544,2013-07-21T11:33:31.829,174.6639,-41.4829,5.1172,3.4836,M,automatic,76,,WEL(GNS_Primary),2013-07-21T11:37:25.744,POINT (174.66389 -41.482938)
quake.2013p544540,2013p544540,2013-07-21T11:31:43.658,174.295,-41.583,5.1172,3.2549,M,automatic,27,,WEL(GNS_Primary),2013-07-21T11:34:59.231,POINT (174.29505 -41.583011)
quake.2013p544532,2013p544532,2013-07-21T11:26:52.065,174.2621,-41.7013,7.9297,2.2481,M,automatic,21,,WEL(GNS_Primary),2013-07-21T11:29:15.826,POINT (174.26213 -41.701323)
quake.2013p544530,2013p544530,2013-07-21T11:25:37.132,174.6144,-41.5065,9.3359,2.1319,M,automatic,20,,WEL(GNS_Primary),2013-07-21T11:27:20.66,POINT (174.61435 -41.506499)
quake.2013p544526,2013p544526,2013-07-21T11:23:40.446,174.3856,-41.4802,11.7969,2.3763,M,automatic,18,,WEL(GNS_Primary),2013-07-21T11:26:01.271,POINT (174.38564 -41.480163)
quake.2013p544524,2013p544524,2013-07-21T11:22:35.557,174.4272,-41.5012,11.9727,2.5341,M,automatic,31,,WEL(GNS_Primary),2013-07-21T11:24:30.267,POINT (174.42723 -41.501197)
quake.2013p544517,2013p544517,2013-07-21T11:20:05.268,174.3526,-41.5636,12.4414,2.8464,M,automatic,42,,WEL(GNS_Primary),2013-07-21T11:23:48.123,POINT (174.35263 -41.563643)
quake.2013p544514,2013p544514,2013-07-21T11:17:11.76,174.3099,-41.6078,5.0586,2.5805,M,automatic,24,,WEL(GNS_Primary),2013-07-21T11:20:02.38,POINT (174.3099 -41.607845)
quake.2013p544513,2013p544513,2013-07-21T11:16:36.536,174.4666,-41.5589,5.1172,2.3777,M,automatic,17,,WEL(GNS_Primary),2013-07-21T11:18:33.343,POINT (174.46662 -41.558865)
quake.2013p544507,2013p544507,2013-07-21T11:13:25.312,174.2368,-41.6115,5.0586,2.7379,M,automatic,19,,WEL(GNS_Primary),2013-07-21T11:16:39.282,POINT (174.23685 -41.611536)
quake.2013p544502,2013p544502,2013-07-21T11:10:46.251,174.2058,-41.6542,10.0175,3.4262,M,reviewed,34,,WEL(GNS_Primary),2013-07-21T11:39:59.622,POINT (174.20582 -41.654208)
quake.2013p544499,2013p544499,2013-07-21T11:10:02.451,174.2627,-41.6037,11.6797,3.2273,M,automatic,17,,WEL(GNS_Primary),2013-07-21T11:12:04.621,POINT (174.26269 -41.603746)
quake.2013p544493,2013p544493,2013-07-21T11:06:22.375,174.2972,-41.6415,14.2578,3.2048,M,automatic,66,,WEL(GNS_Primary),2013-07-21T11:10:19.173,POINT (174.29723 -41.641463)
quake.2013p544485,2013p544485,2013-07-21T11:02:07.825,174.3701,-41.5867,5.0586,3.0464,M,automatic,65,,WEL(GNS_Primary),2013-07-21T11:08:07.983,POINT (174.37007 -41.586677)
quake.2013p544479,2013p544479,2013-07-21T10:58:27.848,174.2721,-41.6497,5.0586,3.4734,M,automatic,68,,WEL(GNS_Primary),2013-07-21T11:05:17.622,POINT (174.27209 -41.649691)
quake.2013p544477,2013p544477,2013-07-21T10:57:23.029,174.3714,-41.5569,6.9922,3.3409,M,automatic,26,,WEL(GNS_Primary),2013-07-21T11:00:30.098,POINT (174.37135 -41.556895)
quake.2013p544473,2013p544473,2013-07-21T10:55:36.95,174.3908,-41.5506,12.6758,3.4001,M,automatic,78,,WEL(GNS_Primary),2013-07-21T11:05:03.711,POINT (174.39076 -41.550586)
quake.2013p544470,2013p544470,2013-07-21T10:53:52.382,174.3876,-41.5405,9.9805,2.5102,M,automatic,39,,WEL(GNS_Primary),2013-07-21T10:57:00.282,POINT (174.38761 -41.540484)
quake.2013p544464,2013p544464,2013-07-21T10:50:46.171,174.4078,-41.5286,15.7227,3.1848,M,automatic,66,,WEL(GNS_Primary),2013-07-21T10:54:30.199,POINT (174.40784 -41.528568)
quake.2013p544460,2013p544460,2013-07-21T10:48:43.162,174.3529,-41.5672,10.0391,3.1513,M,automatic,52,,WEL(GNS_Primary),2013-07-21T10:52:12.666,POINT (174.35288 -41.567195)
quake.2013p544458,2013p544458,2013-07-21T10:47:39.666,174.2064,-41.6685,5.0293,3.1663,M,automatic,28,,WEL(GNS_Primary),2013-07-21T10:50:48.674,POINT (174.20639 -41.66851)
quake.2013p544454,2013p544454,2013-07-21T10:45:17.054,174.2649,-41.667,12.6758,3.138,M,reviewed,24,,WEL(GNS_Primary),2013-07-21T11:58:30.948,POINT (174.2649 -41.666996)
quake.2013p544452,2013p544452,2013-07-21T10:44:12.762,174.3681,-41.6371,10.332,2.82,M,automatic,49,,WEL(GNS_Primary),2013-07-21T10:47:51.216,POINT (174.36809 -41.637081)
